LocationID (QRCode),Latitude,Longitude,Description,Moderator (0/1),Active (0/1),Dosimeter,Collected Flag (0/1),Wear Period,System_Date Deployed,System_Date Collected,Mismatch (0/1), my_Date Deployed, my_Date Collected, recordID
SSRL-062,37.418396,-122.2013092,BLDG SPEAR - beam: Inner SPEAR shielding wall appx. 10' behind catwalk stairs: at Block 3. Adj to west pit PPS gate,1,1,BA00095755P,1,7-1-2020,07/24/2020,01/14/2021,0,07/24/2020,01/14/2021, 3C81BCF4-E9D3-4264-8667-1C0BCD18A545
SSRL-062,37.41836548,-122.2011331,BLDG SPEAR - beam: Inner SPEAR shielding wall appx. 10' behind catwalk stairs: at Block 3. Adj to west pit PPS gate,1,1,BA00091059Z,1,1-1-2020,02/03/2020,07/24/2020,0,02/03/2020,07/24/2020, DACFEC1E-C9F6-46F7-972C-9E804ECF4E16
SSRL-062,37.41833496,-122.2011316,BLDG SPEAR - beam: Inner SPEAR shielding wall appx. 10' behind catwalk stairs: at Block 3. Adj to west pit PPS gate,1,1,BA000625164,1,7-1-2019,08/07/2019,02/03/2020,0,08/07/2019,02/03/2020, 67BA864D-8413-4047-8335-901DE4EFC5D7
SSRL-062,37.41859154,-122.2012048,BLDG SPEAR - beam: Inner SPEAR shielding wall appx. 10' behind catwalk stairs: at Block 3. Adj to west pit PPS gate,1,1,BA00218758U,1,1-1-2019,07/11/2019,08/07/2019,0,07/11/2019,08/07/2019, 4F6D2AD2-E1D0-41E2-9091-94425734FB3F
SSRL-063,37.41827393,-122.2008604,BLDG 132 - inside SPEAR Klystron Room 101,1,1,BA00163868N,1,7-1-2020,07/24/2020,01/14/2021,0,07/24/2020,01/14/2021, 383EA66F-6C37-4841-821A-3E0688536FC6
SSRL-063,37.41827393,-122.2008794,BLDG 132 - 5': West Pit area inside Klystron Room 101,1,1,BA00070576Y,1,7-1-2019,08/07/2019,02/03/2020,0,08/07/2019,02/03/2020, E5B42C88-E4A9-42BC-8E00-38BB8E51204A
SSRL-063,37.4186884,-122.2009467,BLDG 132 - 5': West Pit area inside Klystron Room 101,1,1,BA00161647X,1,1-1-2019,07/11/2019,08/07/2019,0,07/11/2019,08/07/2019, 2D5A2935-F3CF-49DB-A366-2EB368DFE5A1
SSRL-064,37.41824341,-122.2008375,BLDG SPEAR - 4': West Pit PPS entry gate (on metal wall behind door: if open),1,1,BA00156537X,1,7-1-2020,07/24/2020,01/14/2021,0,07/24/2020,01/14/2021, 4A4B6AF8-D7FF-4F0E-A70B-B193D42B67E2
SSRL-064,37.41824341,-122.2007599,BLDG SPEAR - 4': West Pit PPS entry gate (on metal wall behind door: if open),1,1,BA00103338C,1,1-1-2020,02/03/2020,07/24/2020,0,02/03/2020,07/24/2020, 251F9E57-B08D-49E8-8DC1-8AA807FFB79E
SSRL-064,37.41827393,-122.2008299,BLDG SPEAR - 4': West Pit PPS entry gate (on metal wall behind door: if open),1,1,BA00079753T,1,7-1-2019,08/14/2019,02/03/2020,0,08/14/2019,02/03/2020, 590867FC-2DDD-4175-B07B-EBE8655F4D74
SSRL-064,37.41876534,-122.2009564,BLDG SPEAR - 4': West Pit PPS entry gate (on metal wall behind door: if open),1,1,BA00085367U,1,1-1-2019,07/11/2019,08/14/2019,0,07/11/2019,08/14/2019, 505C6392-2799-4609-A453-7E4CB6E65A71
SSRL-065,37.41833496,-122.2009456,BLDG 221 - 4': SPEAR electronics shop adjacent to east pit shielding wall at southeast entrance,1,1,BA00009133L,1,7-1-2020,07/24/2020,01/14/2021,0,07/24/2020,01/14/2021, 9D9DACDD-0FBB-46DC-839E-2292FCB334E4
SSRL-065,37.41830444,-122.2007801,BLDG 221 - 4': SPEAR electronics shop adjacent to east pit shielding wall at southeast entrance,1,1,BA00004281N,1,1-1-2020,02/03/2020,07/24/2020,0,02/03/2020,07/24/2020, FDF5DEC9-EA1F-4FE2-84D4-E80503369459
SSRL-065,37.41833496,-122.2008894,BLDG 221 - 4': SPEAR electronics shop adjacent to east pit shielding wall at southeast entrance,1,1,BA00171966P,1,7-1-2019,08/14/2019,02/03/2020,0,08/14/2019,02/03/2020, 281E601E-28D0-4AA3-BF2A-4D5137CEAA22
SSRL-065,37.41837757,-122.2007131,BLDG 221 - 4': SPEAR electronics shop adjacent to east pit shielding wall at southeast entrance,1,1,BA00120898V,1,1-1-2019,07/11/2019,08/14/2019,0,07/11/2019,08/14/2019, 4369A550-3C81-4DA6-895F-5129F506F92F
SSRL-066,37.418396,-122.2013798,BLDG SPEAR - 4': East Pit PPS entry gate (on metal wall behind door - if open),1,1,BA000609043,1,7-1-2020,07/24/2020,01/14/2021,0,07/24/2020,01/14/2021, B0CCF358-97FF-4A83-8A0E-91DFCC519D71
SSRL-066,37.41842651,-122.2010723,BLDG SPEAR - 4': East Pit PPS entry gate (on metal wall behind door - if open),1,1,BA000093668,1,1-1-2020,02/03/2020,07/24/2020,0,02/03/2020,07/24/2020, 6FA6A715-6335-4A16-98BD-F80732F1EC07
SSRL-066,37.41836548,-122.2010237,BLDG SPEAR - 4': East Pit PPS entry gate (on metal wall behind door - if open),1,1,BA001298043,1,7-1-2019,08/14/2019,02/03/2020,0,08/14/2019,02/03/2020, 57BFA1F9-7901-4979-8275-E87676089845
SSRL-066,37.41869746,-122.2013025,BLDG SPEAR - 4': East Pit PPS entry gate (on metal wall behind door - if open),1,1,BA001172578,1,1-1-2019,07/11/2019,08/14/2019,0,07/11/2019,08/14/2019, EED2F00A-4C16-4958-86D9-471868829710
SSRL-067,37.41836548,-122.2010946,BLDG 117 - 4': SPEAR Ops control building at southeast entry,1,1,BA001892530,1,7-1-2020,07/24/2020,01/14/2021,0,07/24/2020,01/14/2021, D6BC4849-8D34-4C02-A9E3-6C6C3BA0CDD7
SSRL-067,37.41836548,-122.2010444,BLDG 117 - 4': SPEAR Ops control building at southeast entry,1,1,BA001692633,1,1-1-2020,02/03/2020,07/24/2020,0,02/03/2020,07/24/2020, 6C366761-1A0B-4A55-A813-8CCAC1988D1D
SSRL-067,37.41833496,-122.2010151,BLDG 117 - 4': SPEAR Ops control building at southeast entry,1,1,BA000734741,1,7-1-2019,08/20/2019,02/03/2020,0,08/20/2019,02/03/2020, 07BFE13E-8F5E-4C23-B26B-C3B660CBA384
SSRL-067,37.41802256,-122.2007381,BLDG 117 - 4': SPEAR Ops control building at southeast entry,1,1,BA00096613Y,1,1-1-2019,07/11/2019,08/20/2019,0,07/11/2019,08/20/2019, 9CB4734C-CB88-4C74-94AB-28A4A6B9EE32
SSRL-068,37.418396,-122.2012049,BLDG 117 - 6': SPEAR Ops control building in kitchen area,1,1,BA000503774,1,7-1-2020,07/24/2020,01/14/2021,0,07/24/2020,01/14/2021, 05D2ED92-A805-4159-A777-347ACE351E10
SSRL-068,37.418396,-122.2012466,BLDG 117 - 6': SPEAR Ops control building in kitchen area,1,1,BA001358144,1,1-1-2020,02/03/2020,07/24/2020,0,02/03/2020,07/24/2020, E68D0EC9-E684-4E3F-B109-1974DF2E361C
SSRL-068,37.418396,-122.2012448,BLDG 117 - 6': SPEAR Ops control building in kitchen area,1,1,BA001548232,1,7-1-2019,08/14/2019,02/03/2020,0,08/14/2019,02/03/2020, E05D8860-0C9A-4714-8B7A-717583DCB08C
SSRL-068,37.4186403,-122.2014332,BLDG 117 - 6': SPEAR Ops control building in kitchen area,1,1,BA00070015G,1,1-1-2019,07/11/2019,08/14/2019,0,07/11/2019,08/14/2019, 350ED9E3-DB67-4FFD-957B-0999A0ED041C
SSRL-069,37.41842651,-122.2013204,BLDG SPEAR - beam: Inner SPEAR shielding wall near northwest corner of SPEAR Ops building - septum monitor (beneath cable tray): at Block 10,1,1,BA000464538,1,7-1-2020,07/24/2020,01/14/2021,0,07/24/2020,01/14/2021, 880B6A37-AD22-49FF-A5CB-0B3A9AFC33BF
SSRL-069,37.418396,-122.2011782,BLDG SPEAR - beam: Inner SPEAR shielding wall near northwest corner of SPEAR Ops building - septum monitor (beneath cable tray): at Block 10,1,1,BA00152150L,1,1-1-2020,02/03/2020,07/24/2020,0,02/03/2020,07/24/2020, 7ACC6A67-41F7-4148-87C6-82705342BB2F
SSRL-069,37.41836548,-122.2011175,BLDG SPEAR - beam: Inner SPEAR shielding wall near northwest corner of SPEAR Ops building - septum monitor (beneath cable tray): at Block 10,1,1,BA00116886W,1,7-1-2019,08/07/2019,02/03/2020,0,08/07/2019,02/03/2020, 8EF83F54-C059-4966-B09E-8E60399F9A00
SSRL-069,37.41818139,-122.2005693,BLDG SPEAR - beam: Inner SPEAR shielding wall near northwest corner of SPEAR Ops building - septum monitor (beneath cable tray): at Block 10,1,1,BA001710287,1,1-1-2019,07/11/2019,08/07/2019,0,07/11/2019,08/07/2019, 07C69B67-B90F-403B-8550-92195E167F9A
SSRL-070,37.41842651,-122.2012106,BLDG SPEAR - beam: Inner SPEAR shielding wall near north side of SPEAR Ops building - K3 kicker magnet monitor; at block 15,1,1,BA001218851,1,7-1-2020,07/24/2020,01/14/2021,0,07/24/2020,01/14/2021, 1B898FA3-62F4-4C5B-AF83-2A99F96650A8
SSRL-070,37.41845703,-122.2012329,BLDG SPEAR - beam: Inner SPEAR shielding wall near north side of SPEAR Ops building - K3 kicker magnet monitor; at block 15,1,1,BA002115767,1,1-1-2020,02/03/2020,07/24/2020,0,02/03/2020,07/24/2020, A6CBFAC0-6211-4D1F-A001-1DD76E08F7EB
SSRL-070,37.41845703,-122.2013105,BLDG SPEAR - beam: Inner SPEAR shielding wall near north side of SPEAR Ops building - K3 kicker magnet monitor; at block 15,1,1,BA00099819F,1,7-1-2019,08/07/2019,02/03/2020,0,08/07/2019,02/03/2020, F640CDB2-BD06-4177-BFE3-E012BDDC7E25
SSRL-070,37.41851581,-122.2013211,BLDG SPEAR - beam: Inner SPEAR shielding wall near north side of SPEAR Ops building - K3 kicker magnet monitor; at block 15,1,1,BA000281974,1,1-1-2019,07/11/2019,08/07/2019,0,07/11/2019,08/07/2019, 1E10EE89-2874-4227-8DA7-501133C01759
SSRL-071,37.41848755,-122.2013635,BLDG SPEAR - roof: SPEAR roof shielding directly above PR1 profile monitor just before BTS injection point,1,1,BA00191375Y,1,7-1-2020,07/20/2020,01/25/2021,0,07/20/2020,01/25/2021, A474FFF0-835E-4220-8EEC-693B4923A188
SSRL-071,37.41842081,-122.2009908,BLDG SPEAR - roof: SPEAR roof shielding directly above PR1 profile monitor just before BTS injection point,1,1,BA00093519R,1,1-1-2020,07/11/2019,07/20/2020,0,07/11/2019,07/20/2020, BF8D94FE-C810-4E43-90D9-B4A05B315411
SSRL-072,37.41854858,-122.2015039,BLDG SPEAR - roof: SPEAR roof shielding directly above Beam Abort Dump (BAD),1,1,BA000281982,1,7-1-2020,07/20/2020,01/25/2021,0,07/20/2020,01/25/2021, 6040BD56-B39B-4117-B261-5E2F3BA2464F
SSRL-072,37.41814661,-122.2009455,BLDG SPEAR - roof: SPEAR roof shielding directly above Beam Abort Dump (BAD),1,1,BA00022101V,1,1-1-2020,07/11/2019,07/20/2020,0,07/11/2019,07/20/2020, 8808E40E-FBC9-43E7-A504-6C5E2E80EC9C
SSRL-073,37.41854858,-122.2015806,BLDG SPEAR - roof: SPEAR roof shielding directly above septum down from BTS injection point pr2,1,1,BA002445643,1,7-1-2020,07/20/2020,01/25/2021,0,07/20/2020,01/25/2021, 0A032ADA-2348-4504-8F67-C3A69819AB77
SSRL-073,37.41819533,-122.2012271,BLDG SPEAR - roof: SPEAR roof shielding directly above septum down from BTS injection point pr2,1,1,BA00105059C,1,,07/11/2019,07/20/2020,0,07/11/2019,07/20/2020, 7A1C309A-652C-4DD6-9F6E-461AA7AD4273
SSRL-078,37.41818237,-122.2012261,BLDG 130 - 2nd floor: Room 203,1,1,BA000142986,1,7-1-2020,07/30/2020,01/15/2021,0,07/30/2020,01/15/2021, 0F2E4C98-4411-4FA1-99D3-39AB827DB922
SSRL-078,37.41818237,-122.2014089,BLDG 130 - 2nd floor: Room 203,1,1,BA00159656S,1,1-1-2020,01/31/2020,07/30/2020,0,01/31/2020,07/30/2020, 8354BD0C-1B56-49C2-8A01-1998C65BF37B
SSRL-078,37.41824341,-122.2013041,BLDG 130 - 2nd floor: Room 203,1,1,BA00086704X,1,7-1-2019,08/23/2019,01/31/2020,0,08/23/2019,01/31/2020, F44441EC-B0F3-4667-B659-2BA7B5D1FF9C
SSRL-078,37.41819515,-122.2014451,BLDG 130 - 2nd floor: Room 203,1,1,BA00195910Y,1,1-1-2019,07/11/2019,08/23/2019,0,07/11/2019,08/23/2019, 57AD0AFE-2B7D-4504-B7AF-A944098CC99B
SSRL-079,37.41824341,-122.2014632,BLDG 130 - 2nd floor: Room 209,1,1,BA00124978R,1,7-1-2020,07/30/2020,01/12/2021,0,07/30/2020,01/12/2021, A1C67478-32EA-4B1F-AB41-4F2BA035BF46
SSRL-079,37.41815186,-122.2015469,BLDG 130 - 2nd floor: Room 209,1,1,BA001522286,1,1-1-2020,01/31/2020,07/30/2020,0,01/31/2020,07/30/2020, 87239017-89DF-44A1-9AC4-B7C34BC3A4AE
SSRL-079,37.41821289,-122.2014893,BLDG 130 - 2nd floor: Room 209,1,1,BA000491367,1,7-1-2019,08/23/2019,01/31/2020,0,08/23/2019,01/31/2020, 239D61F2-10F9-4C48-8266-966105E7C950
SSRL-079,37.41854574,-122.2008483,BLDG 130 - 2nd floor: Room 209,1,1,BA00216010U,1,1-1-2019,07/11/2019,08/23/2019,0,07/11/2019,08/23/2019, 9F0860D2-CF45-4C93-B379-3E74ED54BD27
SSRL-080,37.41818237,-122.2012699,BL 11-2 behind shelves in corner to left of hutch door,1,1,BA000363376,1,7-1-2020,07/15/2020,01/14/2021,0,07/15/2020,01/14/2021, F8824669-2E15-4113-958E-0CBB17730463
SSRL-080,37.41818237,-122.2011035,BL 11-2 behind shelves in corner to left of hutch door,1,1,BA00121117I,1,1-1-2020,01/28/2020,07/15/2020,0,01/28/2020,07/15/2020, FD60791D-E2FD-4CF2-B832-7EB6B1641D08
SSRL-080,37.41824341,-122.2012103,BL 11-2 behind shelves in corner to left of hutch door,1,1,BA00083020K,1,7-1-2019,08/14/2019,01/28/2020,0,08/14/2019,01/28/2020, 4E8382AC-49A0-45C5-8DB3-4143A007DF64
SSRL-080,37.4185809,-122.2005753,BLDG  130 - beam: Bldg 131 Bl11-2 on shelf adj to door,1,1,BA001466525,1,1-1-2019,07/11/2019,08/14/2019,0,07/11/2019,08/14/2019, 54003139-96C4-42AF-973C-5EAA4788D03B
SSRL-081,37.41848755,-122.201371,SPEAR roof ajd BSOIC S18 above stoppers,1,1,BA00156517Z,1,7-1-2020,07/20/2020,01/25/2021,0,07/20/2020,01/25/2021, D2027BCB-5345-4474-BEA3-AAE2F9217DA4
SSRL-081,37.41848052,-122.2013087,SPEAR roof ajd BSOIC S18 above stoppers,1,1,BA00199597G,1,1-1-2020,07/11/2019,07/20/2020,0,07/11/2019,07/20/2020, CDC116F8-3B5F-449E-9789-0F9EE12E1A11
SSRL-082,37.41842651,-122.2012507,SPEAR wall adj b118 on waterpipe,1,1,BA00056627X,1,7-1-2020,07/24/2020,01/14/2021,0,07/24/2020,01/14/2021, 2A20D77C-FF2C-483B-B61E-B80E14CC5998
SSRL-082,37.418396,-122.2011718,SPEAR wall adj b118 on waterpipe,1,1,BA00136488W,1,1-1-2020,02/03/2020,07/24/2020,0,02/03/2020,07/24/2020, 0461F7A4-11B7-452E-A328-386B9E33F29A
SSRL-082,37.41836548,-122.2011534,SPEAR wall adj b118 on waterpipe,1,1,BA00012434I,1,7-1-2019,08/07/2019,02/03/2020,0,08/07/2019,02/03/2020, 47B7B3F8-551E-49ED-BBC7-8153838E20FC
SSRL-082,37.41859471,-122.2011186,SPEAR wall adj b118 on waterpipe,1,1,BA00028879O,1,1-1-2019,07/11/2019,08/07/2019,0,07/11/2019,08/07/2019, 480048B2-4DED-45E5-9DF3-A5D8D9C40D67
SSRL-083,37.41818237,-122.201376,Beamline 4-2 work station,0,1,BA00112803E,1,7-1-2020,07/15/2020,01/14/2021,0,07/15/2020,01/14/2021, 08288792-807D-45F8-BAA8-D3F40245D100
SSRL-083,37.41818237,-122.2013847,Beamline 4-2 work station,0,1,BA00123084H,1,1-1-2020,01/28/2020,07/15/2020,0,01/28/2020,07/15/2020, 622F0D86-D5C1-4A8A-839E-10F94456E9D5
SSRL-083,37.41821289,-122.2014207,Beamline 4-2 work station,0,1,BA00183104B,1,7-1-2019,08/06/2019,01/28/2020,0,08/06/2019,01/28/2020, 280EA537-76B5-4AFB-921C-3D04D7E51B4E
SSRL-083,37.4183562,-122.2014289,Beamline 4-2 work station,0,1,BA00211986Y,1,1-1-2019,07/11/2019,08/06/2019,0,07/11/2019,08/06/2019, 8144165C-6A01-4EF1-8E5B-EBD62D283669
SSRL-084,37.41818237,-122.2013413,4-3 work station,0,1,BA00098879A,1,7-1-2020,07/15/2020,01/14/2021,0,07/15/2020,01/14/2021, BB373F8A-ADED-4244-AC2B-281745C24C2E
SSRL-084,37.41821289,-122.2013464,4-3 work station,0,1,BA001093295,1,1-1-2020,01/28/2020,07/15/2020,0,01/28/2020,07/15/2020, F24ADBB9-AEA7-49D9-B817-E90266C9C28C
SSRL-084,37.41824341,-122.2013737,4-3 work station,0,1,BA00196804S,1,7-1-2019,08/05/2019,01/28/2020,0,08/05/2019,01/28/2020, 9DB28F5A-B644-485D-9819-16DAAA0E3EA3
SSRL-084,37.41811782,-122.2007979,4-3 work station,0,1,BA00091520A,1,1-1-2019,07/11/2019,08/05/2019,0,07/11/2019,08/05/2019, C5030FA0-4542-4AE2-A83C-1FAC67D09E72
SSRL-085,37.41818237,-122.2012898,4-0 hutch wall,0,1,BA00197381Z,1,7-1-2020,07/15/2020,01/14/2021,0,07/15/2020,01/14/2021, 71615D47-7AA0-4BFF-A1CE-F368791A2DFB
SSRL-085,37.41821289,-122.2012361,4-0 hutch wall,0,1,BA001176265,1,1-1-2020,01/28/2020,07/15/2020,0,01/28/2020,07/15/2020, 2E2D73FB-8AD7-4A2E-AA92-7125B48FD03F
SSRL-085,37.41824341,-122.201309,4-0 hutch wall,0,1,BA00167674U,1,7-1-2019,07/30/2019,01/28/2020,0,07/30/2019,01/28/2020, AC622096-15B0-4256-B9B3-B50CAB40EA24
SSRL-085,37.4184054,-122.2004799,4-0 hutch wall,0,1,BA00172891X,1,1-1-2019,07/11/2019,07/30/2019,0,07/11/2019,07/30/2019, BB8FBE83-EFF7-49FB-A61C-B811AC2342E9
SSRL-086,37.41821289,-122.2006808,BL 5-0 hutch door,0,1,BA000176282,1,7-1-2020,07/15/2020,01/11/2021,0,07/15/2020,01/11/2021, 95EEA0E0-1F27-4C87-A0A1-879B2CD0E8E2
SSRL-086,37.41824341,-122.200714,BL 5-0 hutch door,0,1,BA001097057,1,1-1-2020,01/28/2020,07/15/2020,0,01/28/2020,07/15/2020, 3CE3DCFF-9BCE-44BF-9E53-65BD72976BDB
SSRL-086,37.41821289,-122.2007167,BL 5-0 hutch door,0,1,BA001557209,1,7-1-2019,08/07/2019,01/28/2020,0,08/07/2019,01/28/2020, 2933AC7B-743B-4D95-A3A6-EC4061D29562
SSRL-086,37.41848938,-122.201024,BL 5-0 HPI: wall,0,1,BA000424269,1,1-1-2019,07/11/2019,07/30/2019,0,07/11/2019,07/30/2019, C1EE2D68-810A-48B3-94BB-DAC151859FE8
SSRL-087,37.41821289,-122.2006807,BL 5-0 HPI: roof,0,1,BA00201025Q,1,7-1-2020,07/17/2020,01/11/2021,0,07/17/2020,01/11/2021, 95CE5E98-1262-4FE9-85A2-6D909DCF76F5
SSRL-087,37.41824341,-122.2007712,BL 5-0 HPI: roof,0,1,BA00126156B,1,1-1-2020,01/31/2020,07/17/2020,0,01/31/2020,07/17/2020, 3BC1BD2A-1C4A-4048-B1CA-FE0EF502BF29
SSRL-087,37.41821289,-122.200718,BL 5-0 HPI: roof,0,1,BA00128041M,1,7-1-2019,07/30/2019,01/31/2020,0,07/30/2019,01/31/2020, 3961BACE-EBE7-4D66-A41D-646070E418FA
SSRL-087,37.41828085,-122.2011001,BL 5-0 HPI: roof,0,1,BA000335549,1,1-1-2019,07/11/2019,07/30/2019,0,07/11/2019,07/30/2019, 9743E3B6-2687-41D4-BEA3-FE05B58E1346
SSRL-088,37.41821289,-122.2006739,d/s BL15 rolling block beside 5-0 hutch door,0,1,BA000781081,1,7-1-2020,07/15/2020,01/11/2021,0,07/15/2020,01/11/2021, 59C5CAAC-11CF-4A00-BD97-F3D46713544B
SSRL-088,37.41821289,-122.2007149,d/s BL15 rolling block beside 5-0 hutch door,0,1,BA00034062L,1,1-1-2020,01/28/2020,07/15/2020,0,01/28/2020,07/15/2020, FE2E0AA5-4EBD-4A3F-B95A-4CD70ABB3966
SSRL-088,37.41818237,-122.2007163,d/s BL15 rolling block beside 5-0 hutch door,0,1,BA001523656,1,7-1-2019,07/30/2019,01/28/2020,0,07/30/2019,01/28/2020, FE9CA3CF-3281-4369-BB24-429B7825471A
SSRL-088,37.41797864,-122.2008918,d/s BL15 rolling block beside 5-0 hutch door,0,1,BA00102423M,1,1-1-2019,07/11/2019,07/30/2019,0,07/11/2019,07/30/2019, 0CE6A9FF-BB60-4739-B9A6-C4B37D05D3E2
SSRL-089,37.41821289,-122.2006744,BL 5-4 Workstation,0,1,BA00049728S,1,7-1-2020,07/15/2020,01/11/2021,0,07/15/2020,01/11/2021, B5731B34-3980-464D-949C-C3575E77D86D
SSRL-089,37.41824341,-122.2007193,BL 5-4 Workstation,0,1,BA00096058W,1,1-1-2020,01/28/2020,07/15/2020,0,01/28/2020,07/15/2020, 783E321B-C072-4DD9-9B1A-3DD11D58D84C
SSRL-089,37.41821289,-122.2007174,BL 5-4 Workstation,0,1,BA000783920,1,7-1-2019,08/07/2019,01/28/2020,0,08/07/2019,01/28/2020, E4872424-999C-4D10-B4B5-3242F17DE4C3
SSRL-089,37.41805408,-122.2007105,BL 5-4 Workstation,0,1,BA00074768N,1,1-1-2019,07/11/2019,08/07/2019,0,07/11/2019,08/07/2019, 9E3B5E16-AED2-4E45-BF04-CBC391CF44DF
SSRL-090,37.41821289,-122.2006859,BL 5 sample prep station - adj to blue rack 540,0,1,BA002008871,1,7-1-2020,07/17/2020,01/11/2021,0,07/17/2020,01/11/2021, 58795CB8-D2C6-48AB-BDD2-3CE1E216846E
SSRL-090,37.41821289,-122.2007438,BL 5 sample prep station - adj to blue rack 540,0,1,BA00154413B,1,1-1-2020,01/31/2020,07/17/2020,0,01/31/2020,07/17/2020, 001F554C-2A4D-4B0A-BEDE-7C0B6903C3E6
SSRL-090,37.41821289,-122.2007194,BL 5 Workstation downstream ,0,1,BA00149536Y,1,7-1-2019,08/20/2019,01/31/2020,0,08/20/2019,01/31/2020, 3D7F689E-2EB4-4E1B-A90D-5422CA48185E
SSRL-090,37.41822586,-122.200521,BL 5 Workstation downstream ,0,1,BA002125477,1,1-1-2019,07/11/2019,08/20/2019,0,07/11/2019,08/20/2019, 4A3D75E4-1780-4FA6-8DF0-F3FF598FAC44
SSRL-091,37.41821289,-122.2006744,Vertical post at downstream end of BL 5-4,0,1,BA00008246D,1,7-1-2020,07/15/2020,01/11/2021,0,07/15/2020,01/11/2021, D3E0CC57-8FF2-4A47-ABE1-92B43C840C50
SSRL-091,37.41821289,-122.2007179,Vertical post at downstream end of BL 5-4,0,1,BA001841090,1,1-1-2020,01/28/2020,07/15/2020,0,01/28/2020,07/15/2020, B221C6B4-6FAF-48BF-8803-624DB96A248F
SSRL-091,37.41824341,-122.2008021,Vertical post at downstream end of BL 5-4,0,1,BA001496506,1,7-1-2019,08/13/2019,01/28/2020,0,08/13/2019,01/28/2020, 5C027BAF-60F8-4CCE-A06A-86BB32885E6C
SSRL-091,37.41795988,-122.2007481,Vertical post at downstream end of BL 5-4,0,1,BA00091015B,1,1-1-2019,07/11/2019,08/13/2019,0,07/11/2019,08/13/2019, 0B90BA9D-BD78-4EF5-A58F-9BEF7816A0E6
SSRL-093,37.41821289,-122.2006808, u/s of BL5 ratchet wall EM4 beside PPS box,0,1,BA00086426X,1,7-1-2020,07/15/2020,01/11/2021,0,07/15/2020,01/11/2021, 1AC1CED7-BB9C-49CC-B322-A781A5E7E562
SSRL-093,37.41824341,-122.2007406, u/s of BL5 ratchet wall EM4 beside PPS box,0,1,BA000720972,1,1-1-2020,01/31/2020,07/15/2020,0,01/31/2020,07/15/2020, 72BF8142-2D8B-4727-B7C1-BBB3578E8B5F
SSRL-093,37.41821289,-122.2007216, u/s of BL5 ratchet wall EM4 beside PPS box,0,1,BA00048944V,1,7-1-2019,08/05/2019,01/31/2020,0,08/05/2019,01/31/2020, F72C2A05-3E8B-405B-A14D-836F9115F77C
SSRL-093,37.41857673,-122.2011082, u/s of BL5 ratchet wall EM4 beside PPS box,0,1,BA001953902,1,1-1-2019,07/11/2019,08/05/2019,0,07/11/2019,08/05/2019, CBE5661A-E671-4F82-98D2-C5DBC6836D47
SSRL-094,37.41821289,-122.2006744,downstream of bl 5 rolling block 5EM5,0,1,BA00057231F,1,7-1-2020,07/15/2020,01/11/2021,0,07/15/2020,01/11/2021, 9BA40452-0326-4739-A880-D55C6E5C3B25
SSRL-094,37.41824341,-122.2007133,downstream of bl 5 rolling block 5EM5,0,1,BA00161988L,1,1-1-2020,01/28/2020,07/15/2020,0,01/28/2020,07/15/2020, F6C3C328-FF24-43E9-8A42-CDB198D52E0A
SSRL-094,37.41821289,-122.2007178,downstream of bl 5 rolling block 5EM5,0,1,BA001264929,1,7-1-2019,08/05/2019,01/28/2020,0,08/05/2019,01/28/2020, 847C2CA7-3EFB-4381-AC40-4ACFFB30F867
SSRL-094,37.41797439,-122.2012299,downstream of bl 5 rolling block 5EM5,0,1,BA000859002,1,1-1-2019,07/11/2019,08/05/2019,0,07/11/2019,08/05/2019, E05496EC-BF26-41D1-9BE3-415219FFFC0B
SSRL-095,37.41824341,-122.2006977,BL 6-0 adj to rolling block and HPI,0,1,BA00152171H,1,7-1-2020,07/15/2020,01/11/2021,0,07/15/2020,01/11/2021, 57A9F0F3-EEAC-4869-97AF-9752DF2BE1F5
SSRL-095,37.41824341,-122.200717,BL 6-0 adj to rolling block and HPI,0,1,BA001065179,1,1-1-2020,01/28/2020,07/15/2020,0,01/28/2020,07/15/2020, 8E8AA912-6BA4-4CD4-84EB-08E2DC6C6E00
SSRL-095,37.41821289,-122.200716,BL 6-0 adj to rolling block and HPI,0,1,BA00049035B,1,7-1-2019,07/30/2019,01/28/2020,0,07/30/2019,01/28/2020, F4969BAB-7E53-4732-830F-58ACC78EA806
SSRL-095,37.41856468,-122.2007086,BL 6-0HPI adj rolling block and HPI,0,1,BA00000941H,1,1-1-2019,07/11/2019,07/30/2019,0,07/11/2019,07/30/2019, A1921326-D5B6-4FEF-8826-F4D661F55F89
SSRL-096,37.41824341,-122.2007028,BL 6-0 HPI roof,0,1,BA000560849,1,7-1-2020,07/17/2020,01/15/2021,0,07/17/2020,01/15/2021, 37212693-5C5C-4E18-BA6A-7C7A45FFCDF6
SSRL-096,37.41824341,-122.2007338,BL 6-0 HPI roof,0,1,BA00090041H,1,1-1-2020,01/31/2020,07/17/2020,0,01/31/2020,07/17/2020, D6BB6289-489A-46E1-A300-592B53618FF5
SSRL-096,37.41824341,-122.2007806,BL 6-0 HPI roof,0,1,BA001584731,1,7-1-2019,08/13/2019,01/31/2020,0,08/13/2019,01/31/2020, 9A7F7C27-E92A-4A36-9945-902016E71DEA
SSRL-096,37.41867976,-122.2011928,BL 6-0 HPI roof,0,1,BA00158436Z,1,1-1-2019,07/11/2019,08/13/2019,0,07/11/2019,08/13/2019, C1B9F35A-81FA-4C0D-BB03-F4C4F4580E30
